class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Nicosia,,,Nicosia,Nicosia.md,KqqXxjP7q6oi,368127721900976810197,identifier,http://www.wikidata.org/entity/Q56206,,,,,
Place,Nicosia,,,Nicosia,Nicosia.md,KqqXxjP7q6oi,368127721900976810197,described_by_source,,,,,,
Place,Nicosia,,,Nicosia,Nicosia.md,KqqXxjP7q6oi,368127721900976810197,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Nicosia,,,Nicosia,Nicosia.md,KqqXxjP7q6oi,368127721900976810197,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
