class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,alchemy,alchemy.md,alchemy,WziXzP4KdMYo,598336463686430346066,instance_of,[[protoscience]],,
Concept,alchemy,alchemy.md,alchemy,WziXzP4KdMYo,598336463686430346066,subclass_of,,,
Concept,alchemy,alchemy.md,alchemy,WziXzP4KdMYo,598336463686430346066,identifier,,,http://www.wikidata.org/entity/Q39689
