class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,member_of,,,,,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,related_to,,,,,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,notable_work,,,,,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,interested_in,,,,,,,,,,,,,,,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,catalog_identifier,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",19995.0,
Agent,Melchiorre Sessa,Melchiorre Sessa.md,Melchiorre Sessa,SrrS6eL33FJc,512946750881690446483,present_in_work,,,,,,,,,,,,,,,
