class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,magic,,"['wizardry', 'witchcraft', 'magia']",magic,magic.md,385XvEEYgsUF,22830487786977744655,identifier,http://www.wikidata.org/entity/Q81741,
Concept,magic,,"['wizardry', 'witchcraft', 'magia']",magic,magic.md,385XvEEYgsUF,22830487786977744655,described_by_source,,
