class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AqfSVRY3KtFh,Gaspara Stampa,78.0,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKwdk5uSxc8v,juxtaposition,,,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JD38F6WZ6Bni,condottiero,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GJNhc2VqDoFL,martyrdom,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4yA7EuAeTMCw,perseverance,,,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Chi vuol conoscer, Donne, il mio Signore",,,"Chi vuol conoscer, Donne, il mio Signore","Chi vuol conoscer, Donne, il mio Signore.md",Xh9gxh7vZ7sw,612609198272307145289,text,,,,,,,,,,,,,,,,,,,,,,,,"Chi vuol conoscer, Donne, il mio Signore,  
Miri un Signor di vago, e dolce aspetto,  
Giovane d'anni, e vecchio d'intelletto,  
Immagin della gloria, e del valore:

Di pelo biondo, e di vivo colore,  
Di persona alta, e spazioso petto,  
E finalmente in ogni opra perfetto,  
Fuor, che un poco (ohimè lassa!) empio in amore. 

E chi vuol poi conoscer me, rimiri  
Una Donna in effetti, ed in sembiante  
Immagin de la morte e de' martiri.

Un' albergo di fé salda, e costante,  
Una, che perché pianga, arda, e sospiri,  
Non fa pietoso il suo crudele amante."
