class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,country_value,identifier_value
Place,Belgium,Belgium.md,Belgium,Wep3vtAs8Ry4,591130778991575275004,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bNybz8kUGyM,country,,
Place,Belgium,Belgium.md,Belgium,Wep3vtAs8Ry4,591130778991575275004,country,,,,
Place,Belgium,Belgium.md,Belgium,Wep3vtAs8Ry4,591130778991575275004,identifier,,,,http://www.wikidata.org/entity/Q31
