class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F125650001010101_000000216200,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGWk3kKYpoWd,Francesco Maria Caccianemici,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gkD5kQUkozGt,Ippolito Sabino,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XGkeBGmi2NSj,Di Ippolito Sabino il Sesto libro de Madrigali a cinque & a sei voci,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,instrumentation,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,based_on,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,derivative_work,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,text,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,language,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,subject,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,poetic_type,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,depicts,,,,,,,,,,,,,,,,,,,
MusicComposition,In un boschetto adorno (Sabino),,,In un boschetto adorno (Sabino),In un boschetto adorno (Sabino).md,ggJxfSD9NLZQ,798029176257776756644,metre,,,,,,,,,,,,,,,,,,,
