class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_role,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,identifier,http://www.wikidata.org/entity/Q3839024,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Piy3NGohA88,(Artese 1983),,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx,(Cox 2020),,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,work_location,,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,member_of,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM', 'label': 'patron of the arts'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPwMwUsq27Kf,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Piy3NGohA88', 'label': '(Artese 1983)'}, {'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9n42gMvHpXdx', 'label': '(Cox 2020)'}]",Compagnia dei Pastori Fratteggianti,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4KydtJBYz8ts,literary host,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM,patron of the arts,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,related_to,,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,catalog_identifier,,,,,,,,,,,,,,,,,,,
Agent,Lucrezia Gonzaga,,,Lucrezia Gonzaga,Lucrezia Gonzaga.md,MChXgeZUcmSs,395953445283908551186,present_in_work,,,,,,,,,,,,,,,,,,,
