class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,metre_value,metre_label,depicts_value,depicts_label,text_value
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,identifier,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YfUNbStqAZ4d,(Geremicca 2017),,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dpGN9yV9tQeL,Raffaello da Montelupo,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hybEFcuqMtfz,Benedetto Varchi,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,part_of,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,based_on,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,derivative_work,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,poetic_type,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VBUwSJM8ZoZx,sculptor,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GSf6tdurWXyy,sculpture,
PoeticWork,Quella che 'n voi bontà quasi infinita,,,Quella che 'n voi bontà quasi infinita,Quella che 'n voi bontà quasi infinita.md,P8Axw8tzbNiT,435583030458795033340,text,,,,,,,,,,,,,,,,,,,"Quella che 'n voi bontà quasi infinita
Amai, nel vostro e mio giovanil fiore,
E quella, non di lei virtù minore,
Di dare ai bronzi moto, ai i marmi vita,
Di giorno in giorno in voi col tempo è gita
Crescendo, sì che quella il primo honore
Quest' ha il secondo et vi nasce e vi muore
Il sol vostro valor doppio d'addita."
