class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,deception,,"['inganno', 'deceit', 'trickery']",deception,deception.md,j8c9GM3Mm3nR,848460853335086665940,identifier,http://www.wikidata.org/entity/Q170028,
Concept,deception,,"['inganno', 'deceit', 'trickery']",deception,deception.md,j8c9GM3Mm3nR,848460853335086665940,described_by_source,,
