class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,"['character trait', 'personality characteristic']",personality trait,personality trait.md,personality trait,M9v9sybhbuvS,394947485010346783509,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fgfWxFv2gTMo,quality,,,
Concept,"['character trait', 'personality characteristic']",personality trait,personality trait.md,personality trait,M9v9sybhbuvS,394947485010346783509,subclass_of,,,,,
Concept,"['character trait', 'personality characteristic']",personality trait,personality trait.md,personality trait,M9v9sybhbuvS,394947485010346783509,opposite_of,,,,,
Concept,"['character trait', 'personality characteristic']",personality trait,personality trait.md,personality trait,M9v9sybhbuvS,394947485010346783509,identifier,,,,,http://www.wikidata.org/entity/Q2393196
