class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,commentator,person who writes a commentary or argument to a text,,commentator,commentator.md,7pUzikYB2CFB,120004490410365572094,identifier,http://www.wikidata.org/entity/Q106313281,,,,
Concept,commentator,person who writes a commentary or argument to a text,,commentator,commentator.md,7pUzikYB2CFB,120004490410365572094,described_by_source,,,,,
Concept,commentator,person who writes a commentary or argument to a text,,commentator,commentator.md,7pUzikYB2CFB,120004490410365572094,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,
Concept,commentator,person who writes a commentary or argument to a text,,commentator,commentator.md,7pUzikYB2CFB,120004490410365572094,subclass_of,,,,,
