class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,subject_value,subject_label,depicts_value,depicts_label,part_of_value,part_of_section,part_of_page,part_of_label,used_by_value,motto_value
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,identifier,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,described_by_source,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,subject,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PES3b4sFHmuw,safety,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,depicts,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7jDKPUbHNXxu,hedgehog,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,part_of,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aiksT6sSCiT7,Dell'Abstruso.,1.0,Rime de gli Academici Occulti con le loro imprese et discorsi,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,used_by,,,,,,,,,,,,
EmblemClass,Undique tutus,"Emblem depicting an hedgehog with the Latin motto ""Undique tutus"" meaning ""Everywhere safe"".",,Undique tutus,Undique tutus.md,AknjGkc7cLCX,180576660816542687297,motto,,,,,,,,,,,,Undique tutus
