class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BM2Fg8iJ24DH,Emperor Charles V,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aS9jDyDiqBTA,Francesco Maria Santinelli,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,part_of,,,,,,,,"Canto VI, 43",Carlo Quinto,95-96,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JQq3N3zLE9Lo,(Santinelli 1985),,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WziXzP4KdMYo,alchemy,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YTAdfrxKFqwZ,Apollo,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9R22nChmKScL,celestial body,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RhGJjJndPMM8,classical elements,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nn6vV9hVaERD,gold,,,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Oh Phebo, oh Sole, universal Natura",,"O Phebo, o Sole, universal Natura","Oh Phebo, oh Sole, universal Natura","Oh Phebo, oh Sole, universal Natura.md",d7KJogf825Hm,724176509929515960892,text,,,,,,,,,,,,,,,,,,,,,,,,,"Oh Phebo, oh Sole, universal Natura
Dal caotico Mondo al mondo uscita,
De la Terra, e del Ciel moto, e misura,
De la luce vital Fonte infinita
Tu de i quattro Elementi Essenza pura,
Di questa purità Semplice Vita,
Tu fluid'Or, Tu l'humido Thesauro,
Ch'al tuo Lume central s'indura in Auro."
