class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,identifier,http://www.wikidata.org/entity/Q383931,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,described_by_source,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iqnZy8GBFrUQ,digital library,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,inception,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,dissolved,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,location,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,official_website,,,,,,,,https://www.kbr.be/,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,catalog_identifier,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,member,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,interested_in,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,notable_work,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,related_to,,,,,,,,,,,,,,
Organisation,Royal Library of Belgium,,['KBR'],Royal Library of Belgium,Royal Library of Belgium.md,CnrRhZd3RtuJ,222595975884269539699,motto,,,,,,,,,,,,,,
