class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,member_reference,member_label,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,identifier,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/m8sBpVgB8XmV,(Cox 2020),,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g9JEkvm2QvzR,(Artese 1983),,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aZcsYMk8W84Z,salon,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,inception,,,,,,1559.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g9JEkvm2QvzR', 'label': '(Artese 1983)'}]",,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,dissolved,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,location,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,official_website,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,catalog_identifier,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,member,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,member,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gNdzPXA2ZGEx,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g9JEkvm2QvzR', 'label': '(Artese 1983)'}]",Lodovico Dolce,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,interested_in,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,notable_work,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,related_to,,,,,,,,,,,,,,,,,,
Organisation,Compagnia dei Pastori Fratteggianti,,,Compagnia dei Pastori Fratteggianti,Compagnia dei Pastori Fratteggianti.md,SoT8HEa6ZEYG,511712582226736524674,motto,,,,,,,,,,,,,,,,,,
