class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/137400000010101_000000198700C,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/baADqnLF4t7X,Tarquinia Molza,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4N5nvwkLmKvr,Giovan Leonardo Primavera,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VChFER26qir8,I frutti di Giovan Leonardo Primavera. A cinque voci. Libro quarto,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,instrumentation,,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/W4hc7Ek6tXJ3,La luce occhi miei lassi,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,derivative_work,,,,,,,,,,,,,,,
MusicComposition,La luce occhi miei lassi (Primavera),,,La luce occhi miei lassi (Primavera),La luce occhi miei lassi (Primavera).md,ekwXLXmZmmac,758437691208881825497,text,,,,,,,,,,,,,,,
