class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,part_of_value,part_of_label,citation_value,isbn_value
BibliographicResource,(Sangalli 2020),,['sangalliChurchUniversityAcademies2020'],(Sangalli 2020),(Sangalli 2020).md,fdS6LEtBZire,776352379077030228264,identifier,,,,,,
BibliographicResource,(Sangalli 2020),,['sangalliChurchUniversityAcademies2020'],(Sangalli 2020),(Sangalli 2020).md,fdS6LEtBZire,776352379077030228264,described_by_source,,,,,,
BibliographicResource,(Sangalli 2020),,['sangalliChurchUniversityAcademies2020'],(Sangalli 2020),(Sangalli 2020).md,fdS6LEtBZire,776352379077030228264,part_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gnchST7eRBTF,"(Everson, Reidy, and Sampson 2020)",,
BibliographicResource,(Sangalli 2020),,['sangalliChurchUniversityAcademies2020'],(Sangalli 2020),(Sangalli 2020).md,fdS6LEtBZire,776352379077030228264,citation,,,,,"Sangalli, Maurizio. 2020. ‘Between Church, University and Academies: Paolo Beni in Padua, 1599-1623’. In The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent, edited by Jane E. Everson, Denis V. Reidy, and Lisa Sampson, 118–29. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group.",
BibliographicResource,(Sangalli 2020),,['sangalliChurchUniversityAcademies2020'],(Sangalli 2020),(Sangalli 2020).md,fdS6LEtBZire,776352379077030228264,isbn,,,,,,978-1-909662-57-5
