class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,identifier,http://www.wikidata.org/entity/Q58035150,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,described_by_source,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gLeh7vn7FH8w,Milano,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,member_of,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,related_to,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,notable_work,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,interested_in,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Girolamo Bordone,,,Girolamo Bordone,Girolamo Bordone.md,4XfyGZs6iYqV,52011927555613230885,present_in_work,,,,,,,,,,,,,,,,
