class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,identifier,http://www.wikidata.org/entity/Q168751,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,described_by_source,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M8DkfPxU28Gc,digital library,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,inception,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,dissolved,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,location,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,official_website,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,catalog_identifier,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,member,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,interested_in,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,notable_work,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,related_to,,,,,,,,,,,,,,
Organisation,Duke university,,,Duke university,Duke university.md,gFKV8cF4E3zb,788981625588359087724,motto,,,,,,,,,,,,,,
