class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value,described_by_source_value,described_by_source_label
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YLGgR7kasRh,Pietro Aretino,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,part_of,,,,,,Pasquino a li Lettori Sopra L'Astolfeida del Divino Pietro Aretino,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DKcYbAWT5iHU,Astolfeide del divino Pietro Aretino,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YtNYvYPNHggc,satire,,,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/G7vsGa9x682P,humorous poetry,,,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YLGgR7kasRh,Pietro Aretino,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,depicts,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QD7ZE8NxGr96,knight,,,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,language,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,,,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,text,,,,,,,,,,,,,,,,,,,,,"Alme amorose, & spirti peregrini
Voi che svegliate al'alte imprese il cuore
Del Divino Aretin, pur hor vien fuore
L'Astolfeida i fior de Paladini.

De Barbari orgogliosi Saracini
D'erranti Cavallier, l'Arme, l'Amore
Di diverse Nation, l'Ira, il furore
chi sale al Ciel, chi nel Centro Rovini.

Le qualità de vicin de gli esterni
Costumi, & legi non altrove intesa
Vi mostra l'Aretin del vero Amante.

Comparation d'Antichi, & di moderni
Et scuopre ogni sentier, Terra, & Paese
Et chi è mosca, & si tiene Elefante

Pasquin nostro galante.

L'Aretin loda, & dice ch'oggi assai
Bravi a parol, n'hal mondo più che mai
Dice che d'hoggi in crai

Crescono al Mondo ogn'hor l'usanze acerbe
Come ne l'Orto allignon la mal'erbe
Dice che più superbe

Son le Puttane che le gentil Donne
E lo par d'esser Regine, & Madonne
Et che le Ricche gonne.

Non ricuoprono i loro vitii furfanti
che sfamando i facchin rubban gli amanti
Dice che da più canti.

Il mondo è pieno di squarta cantoni
Più che l'Aer di grilli, & parpaglioni
Dice che de babbioni.

Di Mantua n'è per tutto, & de gli Alocchi
Et de gattuci ch'hanno aperti gli occhi
Et che vende i Finocchi.

Per confetti ogni Strologo mendace
Annunciando la guerra per la pace
Quel che a Pasquino spiace.

Che gli è vecchio, & Marforio e Rimbambito
Hor che son vecchi il Mondo e imputtanito
Lettori oltre v'invito.

Lieti a cantar d'Amor fra l'Erbe e Fiori
Sì bel Poema spasso a gentil Cuori.",,
PoeticWork,Alme amorose e spirti peregrini,Alme amorose e spirti peregrini.md,Alme amorose e spirti peregrini,i8Q5LPetamej,827748298091518232252,described_by_source,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3bt2ieeAeUgg,(Selepiuc 2020)
