class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,identifier,http://www.wikidata.org/entity/Q1399,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/T6XPucm6p3fb,(Brown 2020),,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW,Firenze,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,member_of,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/65G5PeyB3GE6,playwright,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,related_to,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,notable_work,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,interested_in,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Niccolò Machiavelli,,,Niccolò Machiavelli,Niccolò Machiavelli.md,eARmqFGFiTGN,745939630214530023176,present_in_work,,,,,,,,,,,,,,,,,
