class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,identifier,http://www.wikidata.org/entity/Q17307,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,described_by_source,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,work_location,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,member_of,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/W55xYwnoyjmL,senior,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,related_to,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,notable_work,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Pantalone,,,Pantalone,Pantalone.md,7ZyCaZhcBgFv,114753041083231209973,present_in_work,,,,,,,,,,,,,,,,
