class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jZuvVuSH7U3b,Veronica Gambara,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,part_of,,,,,,,,Veronica Gambara.,11.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/d564otbkr4yr,Rime di diversi eccellenti autori bresciani,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SjAbGui7MhdK,jealousy,,,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UZuCbSwwuwLY,lover,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YG5abj6D5Zuc,sand,,,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,text,,,,,,,,,,,,,,,,,,,,,,"Chi vive senza mai sentir riposo
Lontano da la dolce amata vista,
Chi a se stesso divien grave, e noioso
Sol per un guardo, o una parola trista,
Chi da un novo rival fatto geloso,
Quasi a par del morir si duol'e attrista,
Chi si consuma in altre varie pene,
Più spesse assai de le minute arene.",,
PoeticWork,Chi vive senza mai sentir riposo,,,Chi vive senza mai sentir riposo,Chi vive senza mai sentir riposo.md,5xLrmqnLuB79,81577260191737981003,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
