class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,['tempo'],time,time.md,time,dm4e63JgvD3X,737840651746635452444,instance_of,,,,
Concept,['tempo'],time,time.md,time,dm4e63JgvD3X,737840651746635452444,subclass_of,,,,
Concept,['tempo'],time,time.md,time,dm4e63JgvD3X,737840651746635452444,opposite_of,,,,
Concept,['tempo'],time,time.md,time,dm4e63JgvD3X,737840651746635452444,identifier,,,,http://www.wikidata.org/entity/Q11471
