class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,theatrical genre,,,theatrical genre,theatrical genre.md,duLyUKQsiuzA,740840702503774040708,identifier,http://www.wikidata.org/entity/Q7777573,
Concept,theatrical genre,,,theatrical genre,theatrical genre.md,duLyUKQsiuzA,740840702503774040708,described_by_source,,
