class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,identifier,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QQU75XRhzWKV,Giovanni Battista Strozzi,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/36jLqrwt8vLG,Giulio Fiesco,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aWwmY4kgB85m,Di Giulio Fiesco il primo libro di madrigali a quattro voci,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,instrumentation,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7xmSCTSKcFP7,Erasi al Sole il mio bel Sole assiso,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,derivative_work,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,text,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,language,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,subject,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,poetic_type,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,depicts,,,,,,,,,,,,,,,,,,,,
MusicComposition,Erasi al sole il mio bel sol'assiso (Fiesco),,,Erasi al sole il mio bel sol'assiso (Fiesco),Erasi al sole il mio bel sol'assiso (Fiesco).md,LJd7Z7E2bbYB,377461650472835733675,metre,,,,,,,,,,,,,,,,,,,,
