class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iicB3emqvaJP,Veronica Franco,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,part_of,,,,,,,,"Veronica Franco, II",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8bcRKeoRwLYe,(van Dooren 1992),,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PL7MuoUSH2rD,terzina,,,,,,,
PoeticWork,Oh quante volte le mie pene dire,"The author is longing for her beloved and her native country. She asks the god of Love to spare her sufferings. Lontana dall’amante, soffre e piange, e sospira Venezia. Dove appena sará tornata, a lui che l’attende dará, in amorosa lotta, dolce ristoro delle noie passate.",,Oh quante volte le mie pene dire,Oh quante volte le mie pene dire.md,jo5dSnmZbL3Z,862386398389469707333,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
