class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['Giove', 'Jupiter']",Zeus,Zeus.md,Zeus,gVwadMmBoLyV,794279358200646365385,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/46nFpBHuPXqX,mythical character,,
Concept,"['Giove', 'Jupiter']",Zeus,Zeus.md,Zeus,gVwadMmBoLyV,794279358200646365385,subclass_of,,,,
Concept,"['Giove', 'Jupiter']",Zeus,Zeus.md,Zeus,gVwadMmBoLyV,794279358200646365385,identifier,,,,http://www.wikidata.org/entity/Q34201
