class,aliases,base_name,filename,label,id,n_id,property,part_of_value,citation_value,isbn_value,identifier_value
BibliographicResource,['delbiancoDubbiaPaceCerta2022'],(Del Bianco 2022),(Del Bianco 2022).md,(Del Bianco 2022),U7zcAeoxQTDK,538703051238742971731,part_of,,,,
BibliographicResource,['delbiancoDubbiaPaceCerta2022'],(Del Bianco 2022),(Del Bianco 2022).md,(Del Bianco 2022),U7zcAeoxQTDK,538703051238742971731,citation,,"Del Bianco, Giulia. 2022. ‘«in dubbia pace e certa guerra io vivo». Il Petrarchismo tormentato di Laura Battiferri: lingua, stile e metrica.’ Master, Padua, Italy: Università degli Studi di Padova.",,
BibliographicResource,['delbiancoDubbiaPaceCerta2022'],(Del Bianco 2022),(Del Bianco 2022).md,(Del Bianco 2022),U7zcAeoxQTDK,538703051238742971731,isbn,,,,
BibliographicResource,['delbiancoDubbiaPaceCerta2022'],(Del Bianco 2022),(Del Bianco 2022).md,(Del Bianco 2022),U7zcAeoxQTDK,538703051238742971731,identifier,,,,https://thesis.unipd.it/handle/20.500.12608/31217
