class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Bergamo,,,Bergamo,Bergamo.md,dYitBDGB87fT,733377144116133922375,identifier,http://www.wikidata.org/entity/Q628,,,,,
Place,Bergamo,,,Bergamo,Bergamo.md,dYitBDGB87fT,733377144116133922375,described_by_source,,,,,,
Place,Bergamo,,,Bergamo,Bergamo.md,dYitBDGB87fT,733377144116133922375,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Bergamo,,,Bergamo,Bergamo.md,dYitBDGB87fT,733377144116133922375,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
