class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,member_of,,,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,occupation,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,related_to,,,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,notable_work,,,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,interested_in,,,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,catalog_identifier,,,,,,,,,,,,,,
Agent,Giacomo Vincenti,Giacomo Vincenti.md,Giacomo Vincenti,BH2jtMMUakEo,191158266012899997366,present_in_work,,,,,,,,,,,,,,
