class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,subject_value,poetic_type_value,depicts_value,metre_value
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F153070001010101_000000067200C,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YLGgR7kasRh,Pietro Aretino,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7NWjyPWdFb7J,Giovanni Battista Conforti,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Evn2eQtfv5DK,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,instrumentation,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,based_on,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,derivative_work,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,text,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,language,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,subject,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,poetic_type,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,depicts,,,,,,,,,,,,,,,,,,,
MusicComposition,Madonna hor che direte (Conforti),,,Madonna hor che direte (Conforti),Madonna hor che direte (Conforti).md,98z5Uq7Znfmv,146979567839625610285,metre,,,,,,,,,,,,,,,,,,,
