class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,enemy,,"['nemico', 'nemica']",enemy,enemy.md,MTroQVjjQxQQ,401442859699019325988,identifier,http://www.wikidata.org/entity/Q289891,
Concept,enemy,,"['nemico', 'nemica']",enemy,enemy.md,MTroQVjjQxQQ,401442859699019325988,described_by_source,,
