class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,identifier,https://lyra.unil.ch/poems/15018,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B8k36QrtTQLU,Progetto Lyra,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/692cVZSpt5VS,Giambattista Marino,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ewr7pEEeBKVD,Gaspare Murtola,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bEkUf4bv5Dgj,240.0,"Rime di Gio. Battista Marino, amorose, marittime, boscherecce, heroiche, lugubri, morali, sacre, & varie",,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LYHHrTeytuwp,epistolary literature,,,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/692cVZSpt5VS,Giambattista Marino,,,
PoeticWork,Un bel ricco Ocean di chiari pianti,,,Un bel ricco Ocean di chiari pianti,Un bel ricco Ocean di chiari pianti.md,bd3sZrPxXY9j,693667736823320287883,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TxtExpCoykFw,dolphin,,,
