class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SnfsAAfiqpPy,(Ray 2015),,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jUkaVk3KRX7R,Margherita Sarrocchi,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,part_of,,,,,,,,,"Canto III, 38",23.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AmmUd8Ddd3Qw,La Scanderbeide poema heroico della signora Margherita Sarrocchi,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TkUXmQEgY6Yz,astrology,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jpEmjHi9Ym4c,alchemy,,,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q4VvxVy3Qz9k,Calidora,,,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Penetra con l'acuto alto intelletto,,,Penetra con l'acuto alto intelletto,Penetra con l'acuto alto intelletto.md,WnVGb9bw8sGo,593907777842405569161,text,,,,,,,,,,,,,,,,,,,,,,,,,
