class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,identifier,http://www.wikidata.org/entity/Q55226139,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,described_by_source,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XSSWJuarq3FG,Lucca,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,member_of,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,related_to,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,notable_work,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,interested_in,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",15474.0,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,AE5GjpNrgXhG,169452295256872282064,present_in_work,,,,,,,,,,,,,,,,,
