class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,identifier,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AC4Js3EhuZqL,Bologna,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VGeT8SCG2epE,L'Immaturo,Accademia dei Gelati di Bologna,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,occupation,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,related_to,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,notable_work,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,interested_in,,,,,,,,,,,,,,,,,,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5030.0,
Agent,Giovanni Battista Maurizzi,,['Giovanni Battista Maurizio'],Giovanni Battista Maurizzi,Giovanni Battista Maurizzi.md,m6wtPJn8ruaN,889134069296296327724,present_in_work,,,,,,,,,,,,,,,,,,
