class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,part_of,,,,,,,,"Poems of Love, 5",43.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U396cDbhvLZQ,(Gambara 2014),,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z5e4Z6WMSNSn,despair,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WtBPRUpN7doy,rhetorical question,,,,,,,,
PoeticWork,Così estrema è la doglia,The speaker’s pain comes from not being able to express her emotions. She is silent because she must conceal her feelings.,,Così estrema è la doglia,Così estrema è la doglia.md,eDyAbs3h32d7,747225050829526419689,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,
