class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,work_location,,,,,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,member_of,,,,,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,related_to,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ax45pmd34XBW,Giordano Bruno,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,notable_work,,,,,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,interested_in,,,,,,,,,,,,,
Agent,Luigi Transillo,Luigi Transillo.md,Luigi Transillo,YCHgxJZETVHF,622796942475145597774,catalog_identifier,,,,,,,,,,,,,
