class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,part_of,,,,,,,,11.0,68-69,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGnKtr52k4Ac,(Gambara 1995),,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oNwZL9SndUgS,betrayal,,,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c4Xg69omaPKA,thousand,,,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,text,,,,,,,,,,,,,,,,,,,,,,"Mentre l'alte promesse a mille a mille
Con mentita pietà non m'ingannaro
Furon le fiame mie dolci e tranquille,
E'l dolor e 'l piacer corsero al paro.
Crebbero poi sì calde le faville,
Sommerse il poco dolce il molt'amaro,
E sì corse l'infermo mio desio
Che la speranza col tardar morio.",,
PoeticWork,Mentre l'alte promesse a mille a mille,,,Mentre l'alte promesse a mille a mille,Mentre l'alte promesse a mille a mille.md,hJBTRcEc3oan,810652624154806854938,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
