class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,travel,,,travel,travel.md,4AZTDzBBYAmC,44367770917274726002,identifier,http://www.wikidata.org/entity/Q61509,
Concept,travel,,,travel,travel.md,4AZTDzBBYAmC,44367770917274726002,described_by_source,,
