class,base_name,filename,label,id,n_id,property,instance_of_value,inception_value,inception_reference,dissolved_value,location_value,official_website_value,catalog_identifier_source,catalog_identifier_value,member_value,member_reference,member_label,interested_in_value,notable_work_value
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,instance_of,[[academy]],,,,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,inception,,1563.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,dissolved,,,,,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,location,,,,,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,official_website,,,,,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,catalog_identifier,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",556.0,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,member,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJZ7Qau55M9Z,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}]",Torquato Tasso,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,interested_in,,,,,,,,,,,,,
Organisation,Accademia degli Addormentati di Genova,Accademia degli Addormentati di Genova.md,Accademia degli Addormentati di Genova,7AKGG7e9ggFX,106185328540099341512,notable_work,,,,,,,,,,,,,
