class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['core', 'cuore']",heart,heart.md,heart,EbB4YoFvmYce,259635344869147599579,instance_of,,,
Concept,"['core', 'cuore']",heart,heart.md,heart,EbB4YoFvmYce,259635344869147599579,subclass_of,,,
Concept,"['core', 'cuore']",heart,heart.md,heart,EbB4YoFvmYce,259635344869147599579,identifier,,,http://www.wikidata.org/entity/Q1072
