class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=17016,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VbtzBMrKaKTG,Cristoforo Roncalli,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/692cVZSpt5VS,Giambattista Marino,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,part_of,,,,,,,,"Favole, Pallade che visita le Muse",38.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FpY8YVUe84HJ,La galeria del caualier Marino. Distinta in pitture & sculture,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eihJDhFoMudj,visual arts,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8o9dpQgCfrjH,mythology,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QumbV58oqxew,Muse,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,text,,,,,,,,,,,,,,,,,,,,,,"Ben giunga, oh saggia Diva,
De le Muse sorella, in fra le nove
Figlie del sommo Giove
La tua presenza al sacro monte ombroso,
Che de' Cigni al riposo
ben si convien là dove
Riga Hippocren la sempreverde riva
Tra gli allori l'oliva.",,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",nqUGrMtePku7,925161954408577512995,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
