class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,identifier,http://www.wikidata.org/entity/Q108935807,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,described_by_source,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,work_location,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,member_of,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gup4VoeXGR57,politician,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,related_to,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,notable_work,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,interested_in,,,,,,,,,,,,,,
Agent,Giulia Orsini,,,Giulia Orsini,Giulia Orsini.md,4GfKA9BB6KaQ,46577180699268300658,catalog_identifier,,,,,,,,,,,,,,
