class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BGQNJxxjkLkV,literary character,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,work_location,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,member_of,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,related_to,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,notable_work,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,interested_in,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,catalog_identifier,,,,,,,,,,,,,,
Agent,['Alexis'],Alessi,Alessi.md,Alessi,P5EucBKm3UVh,434521964964612557595,present_in_work,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/X8WAmHm6XHuD,Eclogues
