class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,identifier,http://www.wikidata.org/entity/Q177854,,,,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,described_by_source,,,,,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Hm8LNCNr7Wxn,Firenze,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,member_of,,,,,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM,patron of the arts,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oJjcTJKEjucv,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM', 'label': 'patron of the arts'}",Anton Francesco Grazzini,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,notable_work,,,,,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,interested_in,,,,,,,,,,,,,,,,,
Agent,Lorenzo de' Medici,,['Lorenzo il Magnifico'],Lorenzo de' Medici,Lorenzo de' Medici.md,KcHjQxXESsfJ,363219316853367624958,catalog_identifier,,,,,,,,,,,,,,,,,
