class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NeS3RcvBAdPp,Virginia Ramponi-Andreini,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,part_of,,,,,,,,Scherzo I. Dello stesso. Alla sig. Virginia Ramponi Andreini.,2.0,237-239,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8eSqBCcbkwNj,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oJ7bBDGkTcz8,actor,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DJS8XPPRYbXP,barzelletta,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AorWgPRatr2C,octosyllable,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,LVEWAHkmY2UE,381300451763327415909,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NeS3RcvBAdPp,Virginia Ramponi-Andreini,,,
