class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cXoy2Cq2fMs4,anonymous,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,part_of,,,,,,,,133.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,2.0,Incerta.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/755zYzGryekA,ingenuity,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,Se nel tempo de' fiori,,,Se nel tempo de' fiori,Se nel tempo de' fiori.md,kM6k23CZSv8v,873616514718544041931,text,,,,,,,,,,,,,,,,,,,,,,,,,"Se nel tempo de' fiori
Cose procude il suo fecondo ingegno,
Onde tu arrivi al segno
Di vera gloria, e d'immortali onori;
Sicché Roma t'ammiri, e lodi il Franco,
E coll'Ibero audace
T'innalzi al Ciel, chi non pudica face
T'accese il lato manco;
Paolo abbastanza non lodate mai,
Nella stagion de' frutti, e che farai?"
