class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iicB3emqvaJP,Veronica Franco,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,part_of,,,,,,,,"Veronica Franco, I",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8bcRKeoRwLYe,(van Dooren 1992),,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,subject,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PL7MuoUSH2rD,terzina,,,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bKuQkt4rpM43,courtesan,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UZuCbSwwuwLY,lover,,,
PoeticWork,Così dolce e gustevole divento,"The author describes her arts, including the one of love, bringing the power of Venus within the altar of Apollo. Risposta della signora Veronica Franca. Essa lo riama, e vuole ch'egli compia, per amor di lei, opere ed azioni conformi alla virtù dell'animo: solo allora gli concederà le gioie apprese da Venere.",,Così dolce e gustevole divento,Così dolce e gustevole divento.md,LLSaexK3KKvF,378118871099511699211,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YTAdfrxKFqwZ,Apollo,,,
