class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,cantus,,"['canto', 'superius', 'cantus']",cantus,cantus.md,egtVGoqDNy4L,756970273370218493571,identifier,http://www.wikidata.org/entity/Q5396690,,,,
Concept,cantus,,"['canto', 'superius', 'cantus']",cantus,cantus.md,egtVGoqDNy4L,756970273370218493571,described_by_source,,,,,
Concept,cantus,,"['canto', 'superius', 'cantus']",cantus,cantus.md,egtVGoqDNy4L,756970273370218493571,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/66DXswkAqX8G,type of musical instrument,
Concept,cantus,,"['canto', 'superius', 'cantus']",cantus,cantus.md,egtVGoqDNy4L,756970273370218493571,subclass_of,,,,,
