class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,identifier,http://www.wikidata.org/entity/Q3750019,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FNy2MyAhi2eX,(Ferrone 2011),,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,work_location,,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,member_of,,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/imEvebZ5kR6C,actor,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,related_to,,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,notable_work,,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,interested_in,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Francesco Gabrielli,,Scapino,Francesco Gabrielli,Francesco Gabrielli.md,eXuh6QnkB8ei,753719641659673947238,present_in_work,,,,,,,,,,,,,,,,,
