class,label,description,aliases,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value,described_by_source_value
Concept,alto,,['altus'],altus,altus.md,UffZZ8mohzzQ,550167149713193648029,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6AYmYVgGGYKR,type of musical instrument,,,
Concept,alto,,['altus'],altus,altus.md,UffZZ8mohzzQ,550167149713193648029,subclass_of,,,,,
Concept,alto,,['altus'],altus,altus.md,UffZZ8mohzzQ,550167149713193648029,identifier,,,,http://www.wikidata.org/entity/Q6983813,
Concept,alto,,['altus'],altus,altus.md,UffZZ8mohzzQ,550167149713193648029,described_by_source,,,,,
