class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,identifier,http://www.wikidata.org/entity/Q139831858,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,described_by_source,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,work_location,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,member_of,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,related_to,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,notable_work,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,interested_in,,,,,,,,,,,,,,
Agent,Francesco Menta,,,Francesco Menta,Francesco Menta.md,eirWogJRTfc7,757681808881600865735,catalog_identifier,,,,,,,,,,,,,,
