class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F160220000010101_000000090400C,,,,,,,,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6FSwyQUqdeCQ,Orsola Bertolai,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mAfAzwcY3eEC,Giulio Eremita,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3qyJ5kPHh3iG,Il lauro secco libro primo di madrigali a cinque voci,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,instrumentation,,,,,,,,,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bq9QCnF4vjgK,M'è pur stato dal core,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,derivative_work,,,,,,,,,,,,,,,
MusicComposition,M'è pur stato dal core (Eremita),,,M'è pur stato dal core (Eremita),M'è pur stato dal core (Eremita).md,JgQD4HbGyLA9,344072627212048929391,text,,,,,,,,,,,,,,,
