class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,location_label,official_website_value,catalog_identifier_value,member_role,member_value,member_label,interested_in_value,interested_in_label,notable_work_value,identifier_value
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,inception,,,1569.0,,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,dissolved,,,,1664.0,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW,Firenze,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,official_website,,,,,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,catalog_identifier,,,,,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,member,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QJd3XfmEAuxc', 'label': 'founder'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DZrXjAaQeUNk,Tommaso Del Nero,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nW5d9D3bvUAX,theater,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,interested_in,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mKfEc82yh2qM,philosophy,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,notable_work,,,,,,,,,,,,,,,
Organisation,Accademia degli Alterati di Firenze,Accademia degli Alterati di Firenze.md,Accademia degli Alterati di Firenze,9yMg38pzu5NF,164488046755505783275,identifier,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q137432924
