class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F068240000010101_000000106300C,,,,,,,,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Amk76nLGSdfy,canzonetta,,,,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fichLUAEWcmA,Virginia Ramponi-Andreini,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Acn5m56UcHiF,Amante Franzoni,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hecDQMut4GZg,Il Secondo libro delli Fioretti Musicali a tre voci d'Amante Franzoni Mantovano,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6SyznTvmmGGy,Deh Florinda gratiosa,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Deh Florinda gratiosa (Franzoni),,,Deh Florinda gratiosa (Franzoni),Deh Florinda gratiosa (Franzoni).md,dW8GxKbGhGBW,732433204484737995187,text,,,,,,,,,,,,,,,
