class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=35264,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJZ7Qau55M9Z,Torquato Tasso,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Lv8EW8V8UKXk,"Canto XIX, 12","Gierusalemme liberata, poema heroico del sig. Torquato Tasso",,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mFiPL4Hssca2,duel,,,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f8y8gtFpBpFP,Tancredi,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5VUDxWtHbGZH,Argante,,,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,text,,,,,,,,,,,,,,,,,,,,,"Ma disteso, & eretto il fero Argante  
Dimostra arte simile, atto diverso.  
Quanto egli può va co'l gran braccio inante, 
E cerca il ferro no, ma il corpo averso,
Quel tenta aditi novi in ogni instante.
Questi gli ha il ferro al volto ogn'hor converso.  
Minaccia, e intento a proibirgli stassi  
Furtive entrate, e subiti trapassi.",,
PoeticWork,Ma disteso ed eretto il fero Argante,,,Ma disteso ed eretto il fero Argante,Ma disteso ed eretto il fero Argante.md,7p4JVjqrwBBh,119847572719838276718,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
