class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F020520000101_PPPP00015400C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=26632,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8qMTBqEnmhVL,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,part_of,,,,,,,,,"Canto XLV, 37",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FSsfkMyDLbzE,Orlando furioso,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oJY5qFoWFwDr,abandonment,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QKnFCoKHDFvG,ottava rima,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4jQ3H5yuexkm,flame,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CV4DbMLKtAhw,night,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,TsjVsS3SXbcq,533900645708822887703,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
