class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,icfpwcxuhjnS,837985363633506143433,instance_of,,,
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,icfpwcxuhjnS,837985363633506143433,subclass_of,,,
Concept,"['holy person', 'santo', 'santa']",saint,saint.md,saint,icfpwcxuhjnS,837985363633506143433,identifier,,,http://www.wikidata.org/entity/Q43115
