class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,parlour game,parlour game.md,parlour game,JCBpTmtUqcFv,333857070879631775875,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7SiSdUEKzaiU,game,,
Concept,parlour game,parlour game.md,parlour game,JCBpTmtUqcFv,333857070879631775875,subclass_of,,,,
Concept,parlour game,parlour game.md,parlour game,JCBpTmtUqcFv,333857070879631775875,identifier,,,,http://www.wikidata.org/entity/Q14947863
