class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,jealousy,jealousy.md,jealousy,SjAbGui7MhdK,510159482022395362406,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AUsLBHvK4xwg,emotion,,
Concept,jealousy,jealousy.md,jealousy,SjAbGui7MhdK,510159482022395362406,subclass_of,,,,
Concept,jealousy,jealousy.md,jealousy,SjAbGui7MhdK,510159482022395362406,identifier,,,,http://www.wikidata.org/entity/Q6545811
