class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,described_by_source_value,described_by_source_label
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,work_location,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,member_of,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,related_to,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,notable_work,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,interested_in,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,catalog_identifier,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,H6ou6HrJ3pgn,311278138759561710623,described_by_source,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/25S6pggBXEvH,(Tostini 2017)
